First Last,First,Last,Company,Domain
Ron Kapcan,Ron,Kapcan,Charitees Custom Apparel,www.ctees.ca
Rae Ann Wheeler,Rae,Wheeler,Bella Bridesmaids,www.bellabridesmaids.com
Frederic Fekkai,Frederic,Fekkai,"Fekkai Brands, LLC",www.fekkai.com
Arnold Rubenstein,Arnold,Rubenstein,"Gramicci, Inc.",www.gramicci.com
Don Jewell,Don,Jewell,"Sport Haley, Inc.",www.sporthaley.com
Rachel Weissbard Teyssier,Rachel,Teyssier,"Rain Raps, LLC",www.rainraps.com
John Guenveur,John,Guenveur,Woodchuck Usa,www.woodchuckusa.com
Avery Bourke,Avery,Bourke,"Dooney & Bourke, Inc.",www.dooney.com
Ty Leng,Ty,Leng,Tse,www.tsecashmere.com
Rebecca Muth,Rebecca,Muth,Flip Flop Shops,www.flipflopshops.com
Andy Li,Andy,Li,Clot,www.clotinc.com
Leah Whetsell,Leah,Whetsell,The Fold Ltd.,www.thefoldlondon.com
Tina Long,Tina,Long,"Mainstream Fashions Franchising, Inc.",www.mainstreamboutique.com
Ish Siddique,Ish,Siddique,Missy Empire,www.missyempire.com
Kinsley Morton,Kinsley,Morton,Gypsy 05,www.gypsy05.com
Sophie Laraignou,Sophie,Laraignou,VISION International Fashion Fair,www.cphvision.dk
Rob Kessel,Rob,Kessel,Syou,www.syou.com
Ibrahim Albarghuthi,Ibrahim,Albarghuthi,"Freestyle Clothing Exchange, Inc.",www.freestyleclothing.com
Ops Mgmt Katrina M. Wynn,Ops,Wynn,Makeup Eraser,www.makeuperaser.com
Rick Bryant,Rick,Bryant,Woot Inc.,www.woot.com
