First Last,First,Last,Company,Domain
Kika Paprika,Kika,Paprika,kika Clothing,www.shopkika.com
Mal Bryan,Mal,Bryan,Pitcrew Skateboard & Snowboard Shop,www.pitcrewskateboards.com
Frank Wood,Frank,Wood,Everlast (boxing),www.everlast.com
Zee Patel,Zee,Patel,Bits of Lace,www.bitsoflace.com
Huda Heidi Kattan,Huda,Kattan,Huda Beauty,www.hudabeauty.com
John Mix,John,Mix,"Finis, Inc",www.finisinc.com
Ben Nothling,Ben,Nothling,Holster Fashion Pty Ltd,www.holsterfashion.com
Christina Alvarez,Christina,Alvarez,"TOMS Shoes, LLC",www.toms.com
Alan Meier,Alan,Meier,Hi-Tec Sports PLC,www.hi-tec.com
David Sipkens,David,Sipkens,Mr Marvis,www.mrmarvis.com
Alex Bolen,Alex,Bolen,Oscar de la Renta LLC,www.oscardelarenta.com
Pieter Bas Broeke,Pieter,Broeke,We Are Labels,www.wearelabels.com
Pierre Voltaire,Pierre,Voltaire,The Fold Ltd.,www.thefoldlondon.com
Rich Urresti,Rich,Urresti,McU Sports,www.mcusports.com
Josh Hausman,Josh,Hausman,"Laserfibre, LLC",www.laserfibre.com
Frances Tyrell,Frances,Tyrell,Perfectly Posh Llc,www.perfectlyposh.com
Giovanni Lo Faro,Giovanni,Faro,"Modo Retail, LLC",www.modo.com
Paul Aieta,Paul,Aieta,"Over The Edge Sports, Ltd.",www.otesports.com
Forrest Morgan,Forrest,Morgan,Frame,www.frame-store.com
Anthony Ulanovsky,Anthony,Ulanovsky,iEDM.com,www.iedm.com
